key,value
UA000000107390723,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880114490046,""event_timestamp"":1593880653742717,""geo"":{""city"":""Fort Wayne"",""state"":""IN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880114490046,""user_id"":""UA000000107390723""}"
UA000000107350673,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593880328137870,""event_timestamp"":1593880654756065,""geo"":{""city"":""Spokane"",""state"":""WA""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593875656442404,""user_id"":""UA000000107350673""}"
UA000000107384910,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880263399984,""event_timestamp"":1593880654971005,""geo"":{""city"":""St. Louis"",""state"":""MO""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593879485240217,""user_id"":""UA000000107384910""}"
UA000000107395854,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880653542034,""geo"":{""city"":""Rochester"",""state"":""IN""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880653542034,""user_id"":""UA000000107395854""}"
UA000000107395852,"{""device"":""Android"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880653531162,""geo"":{""city"":""Santa Clarita"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880653531162,""user_id"":""UA000000107395852""}"
UA000000107395892,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880657247147,""geo"":{""city"":""Mosinee"",""state"":""WI""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880657247147,""user_id"":""UA000000107395892""}"
UA000000107385488,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593879548121716,""event_timestamp"":1593880662158533,""geo"":{""city"":""Deltona"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879548121716,""user_id"":""UA000000107385488""}"
UA000000107386262,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593880393851413,""event_timestamp"":1593880658611526,""geo"":{""city"":""Sumter"",""state"":""SC""},""items"":[{""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59.0,""price_in_usd"":59.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879630135690,""user_id"":""UA000000107386262""}"
UA000000107395968,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880664658773,""geo"":{""city"":""Fishers"",""state"":""IN""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880664658773,""user_id"":""UA000000107395968""}"
UA000000107395875,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880655679842,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880655679842,""user_id"":""UA000000107395875""}"
UA000000107395924,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880660607237,""geo"":{""city"":""Long Beach"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880660607237,""user_id"":""UA000000107395924""}"
UA000000107395896,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880657626013,""geo"":{""city"":""Austin"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880657626013,""user_id"":""UA000000107395896""}"
UA000000107391024,"{""device"":""Android"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880147289182,""event_timestamp"":1593880658496444,""geo"":{""city"":""Portland"",""state"":""MI""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880147289182,""user_id"":""UA000000107391024""}"
UA000000107395929,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880661073586,""geo"":{""city"":""Gulf Breeze"",""state"":""FL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880661073586,""user_id"":""UA000000107395929""}"
UA000000107373781,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593880589428990,""event_timestamp"":1593880655565691,""geo"":{""city"":""Rocklin"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878257481143,""user_id"":""UA000000107373781""}"
UA000000107389051,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593879936634741,""event_timestamp"":1593880662352555,""geo"":{""city"":""Durham"",""state"":""NC""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879936634741,""user_id"":""UA000000107389051""}"
UA000000107395879,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880656199006,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880656199006,""user_id"":""UA000000107395879""}"
UA000000107376131,"{""device"":""Android"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593879941632435,""event_timestamp"":1593880656768447,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593878518971373,""user_id"":""UA000000107376131""}"
UA000000107387492,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593879768700344,""event_timestamp"":1593879812543972,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879768700344,""user_id"":""UA000000107387492""}"
UA000000107381830,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879545493430,""event_timestamp"":1593879816560177,""geo"":{""city"":""Memphis"",""state"":""TN""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879151752258,""user_id"":""UA000000107381830""}"
UA000000106973444,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593879638673136,""event_timestamp"":1593879818485329,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593738848422910,""user_id"":""UA000000106973444""}"
UA000000107387951,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879819646094,""geo"":{""city"":""San Diego"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593879819646094,""user_id"":""UA000000107387951""}"
UA000000107387871,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879811686726,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879811686726,""user_id"":""UA000000107387871""}"
UA000000107371985,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593878062419923,""event_timestamp"":1593879812988002,""geo"":{""city"":""Sacramento"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878062419923,""user_id"":""UA000000107371985""}"
UA000000107372842,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593878224783619,""event_timestamp"":1593879815332545,""geo"":{""city"":""Lewiston"",""state"":""ME""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878162052188,""user_id"":""UA000000107372842""}"
UA000000107372252,"{""device"":""Android"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593879712103930,""event_timestamp"":1593879815342154,""geo"":{""city"":""Indianapolis"",""state"":""IN""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593878091500306,""user_id"":""UA000000107372252""}"
UA000000107380602,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879021076028,""event_timestamp"":1593879816481785,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879021076028,""user_id"":""UA000000107380602""}"
UA000000107383475,"{""device"":""Android"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593879584372993,""event_timestamp"":1593879819648125,""geo"":{""city"":""Charlotte"",""state"":""NC""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593879329693873,""user_id"":""UA000000107383475""}"
UA000000107387996,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593879823700925,""geo"":{""city"":""SeaTac"",""state"":""WA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879823700925,""user_id"":""UA000000107387996""}"
UA000000107388026,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879826742839,""geo"":{""city"":""Aurora"",""state"":""CO""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879826742839,""user_id"":""UA000000107388026""}"
UA000000107388034,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593879827727781,""geo"":{""city"":""St. Peters"",""state"":""MO""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879827727781,""user_id"":""UA000000107388034""}"
UA000000107388014,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593879825481864,""event_timestamp"":1593879829212844,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879825481864,""user_id"":""UA000000107388014""}"
UA000000107388054,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593879829406346,""geo"":{""city"":""Decatur"",""state"":""AL""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879829406346,""user_id"":""UA000000107388054""}"
UA000000107388026,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""pillows"",""event_previous_timestamp"":1593879826742839,""event_timestamp"":1593879829431308,""geo"":{""city"":""Aurora"",""state"":""CO""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879826742839,""user_id"":""UA000000107388026""}"
UA000000107388014,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593879825481864,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879825481864,""user_id"":""UA000000107388014""}"
UA000000107376053,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879789113483,""event_timestamp"":1593879821596750,""geo"":{""city"":""Rockwall"",""state"":""TX""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1},{""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59.0,""price_in_usd"":59.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878511581558,""user_id"":""UA000000107376053""}"
UA000000107387871,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879811686726,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879811686726,""user_id"":""UA000000107387871""}"
UA000000107382157,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879195061202,""event_timestamp"":1593879822869260,""geo"":{""city"":""Costa Mesa"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879186022491,""user_id"":""UA000000107382157""}"
UA000000107387985,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879822885038,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879822885038,""user_id"":""UA000000107387985""}"
UA000000107371985,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593878062419923,""event_timestamp"":1593879812988002,""geo"":{""city"":""Sacramento"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878062419923,""user_id"":""UA000000107371985""}"
UA000000107387989,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879823233655,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879823233655,""user_id"":""UA000000107387989""}"
UA000000107388009,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593879824871180,""geo"":{""city"":""La Mesa"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879824871180,""user_id"":""UA000000107388009""}"
UA000000107367337,"{""device"":""Android"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593879321188251,""event_timestamp"":1593879825463548,""geo"":{""city"":""Oklahoma City"",""state"":""OK""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877545586322,""user_id"":""UA000000107367337""}"
UA000000107388029,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593879827065190,""geo"":{""city"":""Lincoln Park"",""state"":""MI""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879827065190,""user_id"":""UA000000107388029""}"
